Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Year,Profit,ROI,Decade
4845,2006-05-24,An Inconvenient Truth,1000000,52769915,24146161,2006,51769915,5176.9915,2000
32,2006-05-26,X-Men: The Last Stand,210000000,459359555,234362462,2006,249359555,118.74264523809524,2000
5385,2006-05-26,Cavite,7000,71644,70071,2006,64644,923.4857142857143,2000
2142,2006-06-01,BloodRayne,25000000,3605420,2405420,2006,-21394580,-85.57831999999999,2000
3216,2006-06-01,Fateless,12000000,196857,196857,2006,-11803143,-98.359525,2000
4030,2006-06-01,Grandma's Boy,5000000,6590172,6090172,2006,1590172,31.80344,2000
4097,2006-06-01,Hostel,4800000,82241110,47326473,2006,77441110,1613.3564583333332,2000
2036,2006-06-06,The Omen,25000000,119295584,54607383,2006,94295584,377.182336,2000
402,2006-06-10,The Departed,90000000,289660619,132384315,2006,199660619,221.84513222222222,2000
2734,2006-06-10,The Texas Chainsaw Massacre: The Beginning,16000000,50517763,39517763,2006,34517763,215.73601875000003,2000
2999,2006-06-10,Little Children,14000000,14121177,5463019,2006,121177,0.86555,2000
3346,2006-06-10,Employee of the Month,10000000,38364855,28444855,2006,28364855,283.64855,2000
4400,2006-06-10,Love's Abiding Joy,3000000,252726,252726,2006,-2747274,-91.5758,2000
459,2006-06-16,The Fast and the Furious: Tokyo Drift,85000000,157794205,62615510,2006,72794205,85.64024117647058,2000
857,2006-06-16,Garfield: A Tail of Two Kitties,60000000,147985373,28426747,2006,87985373,146.64228833333334,2000
1334,2006-06-16,The Lake House,40000000,114830111,52330111,2006,74830111,187.0752775,2000
1666,2006-06-16,Nacho Libre,32000000,99296462,80197993,2006,67296462,210.30144375,2000
5055,2006-06-16,Wordplay,500000,3177636,3121270,2006,2677636,535.5272,2000
478,2006-06-23,Click,82500000,237685089,137355633,2006,155185089,188.1031381818182,2000
3435,2006-06-23,Krrish,10000000,32430721,1430721,2006,22430721,224.30721,2000
4617,2006-06-23,Say Uncle,2000000,5361,5361,2006,-1994639,-99.73195,2000
19,2006-06-28,Superman Returns,232000000,374085065,200120000,2006,142085065,61.2435625,2000
4578,2006-06-28,Strangers with Candy,2000000,2077844,2072645,2006,77844,3.8922,2000
4873,2006-06-28,Who Killed the Electric Car?,1000000,1849392,1678874,2006,849392,84.9392,2000
5200,2006-06-28,The Motel,250000,51540,51540,2006,-198460,-79.384,2000
1516,2006-06-30,The Devil Wears Prada,35000000,326073155,124740460,2006,291073155,831.6375857142857,2000
1535,2006-07-04,The Benchwarmers,35000000,65063726,59843754,2006,30063726,85.89636,2000
1788,2006-07-04,Take the Lead,30000000,65390493,34742066,2006,35390493,117.96831,2000
1948,2006-07-04,Lucky Number Slevin,27000000,55495466,22495466,2006,28495466,105.53876296296296,2000
3808,2006-07-04,Friends with Money,6500000,18110152,13368437,2006,11610152,178.61772307692308,2000
4367,2006-07-04,Phat Girlz,3000000,7301115,7061128,2006,4301115,143.3705,2000
4779,2006-07-04,Simon,1300000,1738663,4055,2006,438663,33.743307692307695,2000
23,2006-07-07,Pirates of the Caribbean: Dead Man’s Chest,225000000,1066215812,423315812,2006,841215812,373.87369422222224,2000
2476,2006-07-07,A Scanner Darkly,20000000,7405084,5501616,2006,-12594916,-62.97458,2000
4900,2006-07-07,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000,215559,144601,2006,-784441,-78.4441,2000
755,2006-07-14,Little Man,64000000,101636047,58636047,2006,37636047,58.8063234375,2000
971,2006-07-14,"You, Me and Dupree",54000000,130402010,75802010,2006,76402010,141.4852037037037,2000
3460,2006-07-14,Edmond,10000000,241719,131719,2006,-9758281,-97.58281,2000
4054,2006-07-14,The Oh in Ohio,5000000,648183,418689,2006,-4351817,-87.03634,2000
592,2006-07-21,Monster House,75000000,141267370,73661010,2006,66267370,88.35649333333333,2000
601,2006-07-21,Lady in the Water,75000000,72785169,42285169,2006,-2214831,-2.9531080000000003,2000
1804,2006-07-21,My Super Ex-Girlfriend,30000000,60772856,22530295,2006,30772856,102.57618666666666,2000
3981,2006-07-21,Clerks II,5000000,27342246,24148068,2006,22342246,446.84492,2000
5246,2006-07-21,The Case of the Grinning Cat,200000,7033,7033,2006,-192967,-96.4835,2000
3600,2006-07-26,Little Miss Sunshine,8000000,100642353,59891098,2006,92642353,1158.0294125,2000
208,2006-07-28,Miami Vice,135000000,163818556,63478838,2006,28818556,21.34707851851852,2000
1202,2006-07-28,The Ant Bully,45000000,49610898,28142535,2006,4610898,10.24644,2000
4184,2006-07-28,Scoop,4000000,40103262,10525717,2006,36103262,902.58155,2000
2393,2006-08-09,The Covenant,20000000,38164784,23364784,2006,18164784,90.82392,2000
3911,2006-08-09,Tom yum goong,5700000,43044087,12044087,2006,37344087,655.1594210526316,2000
4596,2006-08-09,Sherrybaby,2000000,759504,199176,2006,-1240496,-62.0248,2000
351,2006-08-12,Blood Diamond,100000000,171377916,57377916,2006,71377916,71.377916,2000
458,2006-08-12,The Holiday,85000000,205190324,63280000,2006,120190324,141.40038117647057,2000
1338,2006-08-12,Apocalypto,40000000,121032272,50866635,2006,81032272,202.58067999999997,2000
2099,2006-08-12,Unaccompanied Minors,25000000,21970831,16655224,2006,-3029169,-12.116676,2000
1648,2006-08-18,Snakes on a Plane,33000000,62020814,34020814,2006,29020814,87.9418606060606,2000
2719,2006-08-18,The Illusionist,16500000,83792062,39868642,2006,67292062,407.83067878787875,2000
3543,2006-08-18,Trust the Man,9000000,2548378,1530535,2006,-6451622,-71.68468888888889,2000
3660,2006-08-18,10th & Wolf,8000000,143782,54702,2006,-7856218,-98.202725,2000
1327,2006-08-25,Invincible,40000000,58501127,57806952,2006,18501127,46.2528175,2000
2662,2006-08-25,Beerfest,17500000,20159316,19185184,2006,2659316,15.196091428571428,2000
2881,2006-08-25,Idlewild,15000000,12669914,12669914,2006,-2330086,-15.533906666666667,2000
4964,2006-08-25,The Quiet,900000,381420,381420,2006,-518580,-57.620000000000005,2000
5163,2006-08-25,Old Joy,300000,399908,255923,2006,99908,33.30266666666667,2000
636,2006-09-06,Cars,70000000,461651246,244082982,2006,391651246,559.5017799999999,2000
3359,2006-09-06,A Prairie Home Companion,10000000,26716191,20342852,2006,16716191,167.16191,2000
727,2006-09-08,World Trade Center,65000000,163295654,70278893,2006,98295654,151.22408307692308,2000
863,2006-09-15,The Black Dahlia,60000000,49238525,22672813,2006,-10761475,-17.935791666666667,2000
1780,2006-09-15,Gridiron Gang,30000000,41457834,38432823,2006,11457834,38.19278,2000
4446,2006-09-15,Artie Lange's Beer League,2800000,475000,475000,2006,-2325000,-83.03571428571429,2000
869,2006-09-22,Flyboys,60000000,14816379,13090630,2006,-45183621,-75.30603500000001,2000
963,2006-09-22,All the King's Men,55000000,9521458,7221458,2006,-45478542,-82.68825818181818,2000
1629,2006-09-22,Bandidas,35000000,19282590,0,2006,-15717410,-44.906885714285714,2000
2647,2006-09-22,Renaissance,18000000,2401413,70644,2006,-15598587,-86.65881666666667,2000
3245,2006-09-22,Jackass: Number Two,11000000,85278712,72778712,2006,74278712,675.2610181818181,2000
3867,2006-09-22,La science des rêves,6000000,15137932,4670644,2006,9137932,152.29886666666667,2000
4326,2006-09-22,Feast,3200000,690872,56131,2006,-2509128,-78.41025,2000
3847,2006-09-27,The Last King of Scotland,6000000,49155371,17606684,2006,43155371,719.2561833333333,2000
454,2006-09-29,Open Season,85000000,191932158,85105259,2006,106932158,125.8025388235294,2000
661,2006-09-29,The Guardian,70000000,94973540,55011732,2006,24973540,35.67648571428572,2000
2414,2006-09-29,School for Scoundrels,20000000,17807569,17807569,2006,-2192431,-10.962155,2000
2810,2006-09-30,The Queen,15000000,128885873,56441711,2006,113885873,759.2391533333333,2000
517,2006-10-02,The Pink Panther,80000000,158926474,82226474,2006,78926474,98.65809250000001,2000
1040,2006-10-02,Curious George,50000000,71052604,58640119,2006,21052604,42.105208,2000
1051,2006-10-02,Firewall,50000000,82751189,48751189,2006,32751189,65.50237800000001,2000
2037,2006-10-02,Final Destination 3,25000000,112798051,54098051,2006,87798051,351.192204,2000
4613,2006-10-02,London,2000000,12667,12667,2006,-1987333,-99.36665,2000
813,2006-10-03,The Shaggy Dog,60000000,87123569,61123569,2006,27123569,45.20594833333333,2000
1022,2006-10-03,Failure to Launch,50000000,128402901,88715192,2006,78402901,156.805802,2000
2681,2006-10-03,The Hills Have Eyes,17000000,70355813,41778863,2006,53355813,313.85772352941177,2000
1614,2006-10-11,A Good Year,35000000,42064105,7459300,2006,7064105,20.18315714285714,2000
1775,2006-10-11,Stranger Than Fiction,30000000,53572822,40435190,2006,23572822,78.57607333333333,2000
2715,2006-10-11,FUR: An Imaginary Portrait of Diane Arbus,16800000,2281089,223202,2006,-14518911,-86.42208928571429,2000
3280,2006-10-11,Copying Beethoven,11000000,6586324,355968,2006,-4413676,-40.12432727272727,2000
3889,2006-10-11,Come Early Morning,6000000,119452,119452,2006,-5880548,-98.00913333333334,2000
4573,2006-10-11,Harsh Times,2000000,6225304,3337931,2006,4225304,211.26520000000002,2000
1427,2006-10-13,Alex Rider: Operation Stormbreaker,40000000,20722450,659210,2006,-19277550,-48.193875000000006,2000
2353,2006-10-13,The Grudge 2,20000000,70743839,39143839,2006,50743839,253.71919499999998,2000
2358,2006-10-13,Man of the Year,20000000,41342180,37442180,2006,21342180,106.71090000000001,2000
2436,2006-10-13,One Night with the King,20000000,13725032,13395961,2006,-6274968,-31.37484,2000
2864,2006-10-13,The Marine,15000000,22165608,18844784,2006,7165608,47.77072,2000
3086,2006-10-13,Infamous,13000000,2613717,1151330,2006,-10386283,-79.89448461538461,2000
4103,2006-10-13,Driving Lessons,4700000,239962,239962,2006,-4460038,-94.89442553191489,2000
5148,2006-10-18,51 Birch Street,350000,84689,84689,2006,-265311,-75.80314285714286,2000
983,2006-10-20,Flags of Our Fathers,53000000,63657941,33602376,2006,10657941,20.109322641509433,2000
1333,2006-10-20,The Prestige,40000000,104407366,53089891,2006,64407366,161.018415,2000
1396,2006-10-20,Marie Antoinette,40000000,60862471,15962471,2006,20862471,52.1561775,2000
2859,2006-10-20,Flicka,15000000,21896367,21000147,2006,6896367,45.97578,2000
3187,2006-10-20,Running With Scissors,12000000,8706701,6860000,2006,-3293299,-27.444158333333334,2000
2367,2006-10-27,Babel,20000000,132121212,34302837,2006,112121212,560.6060600000001,2000
3003,2006-10-27,Catch a Fire,14000000,5782198,4299773,2006,-8217802,-58.69858571428571,2000
3307,2006-10-27,Saw III,10000000,163876815,80238724,2006,153876815,1538.7681499999999,2000
1602,2006-11-08,Zoom,35000000,12506188,11989328,2006,-22493812,-64.26803428571428,2000
2305,2006-11-08,Pulse,20500000,30241435,20264436,2006,9741435,47.51919512195122,2000
3133,2006-11-08,Step Up,12000000,110989157,65328121,2006,98989157,824.9096416666667,2000
3289,2006-11-08,Kabhi Alvida Naa Kehna,10750000,32575443,3275443,2006,21825443,203.02737674418606,2000
4256,2006-11-08,Casa de Areia,3750000,1178175,539285,2006,-2571825,-68.582,2000
5012,2006-11-08,Half Nelson,700000,4911725,2697938,2006,4211725,601.675,2000
5114,2006-11-08,Conversations with Other Women,450000,1297745,379418,2006,847745,188.38777777777779,2000
323,2006-11-17,Casino Royale,102000000,594420283,167365000,2006,492420283,482.7649833333333,2000
440,2006-11-17,Happy Feet,85000000,385000317,198000317,2006,300000317,352.9415494117647,2000
2994,2006-11-17,Bobby,14000000,20597806,11242801,2006,6597806,47.127185714285716,2000
3190,2006-11-17,For Your Consideration,12000000,5549923,5549923,2006,-6450077,-53.75064166666667,2000
4196,2006-11-17,Let's Go to Prison,4000000,4630045,4630045,2006,630045,15.751124999999998,2000
4261,2006-11-21,The History Boys,3700000,13447998,2730296,2006,9747998,263.4594054054054,2000
526,2006-11-22,Déjà Vu,80000000,181038616,64038616,2006,101038616,126.29827,2000
999,2006-11-22,Deck the Halls,51000000,46815807,35093569,2006,-4184193,-8.2043,2000
1609,2006-11-22,The Fountain,35000000,15461638,10144010,2006,-19538362,-55.82389142857143,2000
3555,2006-11-22,Opal Dreams,9000000,14443,14443,2006,-8985557,-99.83952222222221,2000
3592,2006-11-24,Kurtlar vadisi - Irak,8300000,24906717,0,2006,16606717,200.08092771084338,2000
5168,2006-12-04,Sisters in Law,300000,33312,33312,2006,-266688,-88.896,2000
124,2006-12-05,Poseidon,160000000,181674817,60674817,2006,21674817,13.546760625000001,2000
1654,2006-12-05,Goal! The Dream Begins,33000000,27610873,4283255,2006,-5389127,-16.330687878787877,2000
1916,2006-12-05,Just My Luck,28000000,38159905,17326650,2006,10159905,36.285374999999995,2000
3773,2006-12-05,Wah-Wah,7000000,463039,234750,2006,-6536961,-93.38515714285714,2000
4037,2006-12-05,Keeping Up with the Steins,5000000,4414753,4339241,2006,-585247,-11.70494,2000
4824,2006-12-05,Dead Man's Shoes,1125000,414736,6408,2006,-710264,-63.13457777777778,2000
345,2006-12-15,Eragon,100000000,249488115,75030163,2006,149488115,149.48811500000002,2000
479,2006-12-15,Charlotte's Web,82500000,143985708,82985708,2006,61485708,74.5281309090909,2000
587,2006-12-15,Dreamgirls,75000000,155708695,103365956,2006,80708695,107.61159333333335,2000
910,2006-12-15,The Pursuit of Happyness,55000000,307325633,162586036,2006,252325633,458.7738781818182,2000
1689,2006-12-15,The Good German,32000000,1308696,1308696,2006,-30691304,-95.910325,2000
2557,2006-12-15,Indigènes,18900000,26063572,320700,2006,7163572,37.902497354497356,2000
2167,2006-12-20,Rocky Balboa,24000000,156229050,70269899,2006,132229050,550.954375,2000
2524,2006-12-20,The Painted Veil,19400000,15118795,8060487,2006,-4281205,-22.068067010309278,2000
3066,2006-12-20,Letters from Iwo Jima,13000000,67867998,13756082,2006,54867998,422.0615230769231,2000
1226,2006-12-21,Man cheng jin dai huang jin jia,45000000,76904429,6566773,2006,31904429,70.89873111111112,2000
3872,2006-12-21,Venus,6000000,7818479,3347411,2006,1818479,30.307983333333333,2000
283,2006-12-22,Night at the Museum,110000000,579446407,250863268,2006,469446407,426.76946090909087,2000
736,2006-12-22,We Are Marshall,65000000,43545364,43545364,2006,-21454636,-33.0071323076923,2000
570,2006-12-25,Children of Men,76000000,69845011,35552383,2006,-6154989,-8.098669736842105,2000
1934,2006-12-25,Notes on a Scandal,27500000,50578411,17510118,2006,23078411,83.92149454545455,2000
757,2006-12-27,Perfume: The Story of a Murderer,63700000,133603463,2223293,2006,69903463,109.73856043956043,2000
1847,2006-12-29,Miss Potter,30000000,35891257,3005605,2006,5891257,19.637523333333334,2000
2735,2006-12-29,El Laberinto del Fauno,16000000,87041569,37634615,2006,71041569,444.00980625,2000
4315,2006-12-29,The Dead Girl,3300000,19875,19875,2006,-3280125,-99.39772727272728,2000
1270,2006-12-31,Les Bronzés 3: amis pour la vie,42000000,83833602,0,2006,41833602,99.6038142857143,2000
4926,2006-12-31,Loving Annabelle,1000000,5382,0,2006,-994618,-99.4618,2000
5085,2006-12-31,Fengkuang de Shitou,500000,3000000,0,2006,2500000,500.0,2000
1928,2007-01-06,Knocked Up,27500000,219265952,148761765,2007,191765952,697.3307345454546,2000
3541,2007-01-06,Gracie,9000000,3922043,2956339,2007,-5077957,-56.42174444444444,2000
4950,2007-01-06,And Then Came Love,989000,8158,8158,2007,-980842,-99.17512639029323,2000
4915,2007-01-17,Alone with Her,1000000,844377,10787,2007,-155623,-15.5623,2000
2351,2007-01-26,Epic Movie,20000000,86858578,39739367,2007,66858578,334.29289,2000
2684,2007-01-26,Smokin' Aces,17000000,57263440,35662731,2007,40263440,236.84376470588236,2000
2915,2007-01-26,Blood and Chocolate,15000000,6551310,3526588,2007,-8448690,-56.324600000000004,2000
1438,2007-02-02,Because I Said So,39000000,69538833,42674040,2007,30538833,78.30470000000001,2000
2737,2007-02-02,The Messengers,16000000,53774833,35374833,2007,37774833,236.09270625,2000
3760,2007-02-02,Factory Girl,7000000,1661464,1661464,2007,-5338536,-76.2648,2000
471,2007-02-03,Zodiac,85000000,83080084,33080084,2007,-1919916,-2.258724705882353,2000
776,2007-02-03,Wild Hogs,60000000,253555383,168213584,2007,193555383,322.592305,2000
2892,2007-02-03,Black Snake Moan,15000000,10951153,9396870,2007,-4048847,-26.992313333333335,2000
4709,2007-02-05,Waitress,1500000,22217183,19097550,2007,20717183,1381.1455333333333,2000
133,2007-02-07,Transformers,151000000,708272592,319246193,2007,557272592,369.0546966887417,2000
159,2007-02-11,Bee Movie,150000000,287594577,126631277,2007,137594577,91.729718,2000
334,2007-02-11,American Gangster,100000000,267985456,130164645,2007,167985456,167.985456,2000
1958,2007-02-11,The Martian Child,27000000,9352089,7500310,2007,-17647911,-65.36263333333333,2000
1339,2007-02-14,Music and Lyrics,40000000,146300356,50572589,2007,106300356,265.75088999999997,2000
259,2007-02-16,Ghost Rider,120000000,229545589,115802596,2007,109545589,91.28799083333334,2000
2020,2007-02-16,Bridge to Terabithia,25000000,137984788,82234139,2007,112984788,451.93915200000004,2000
1675,2007-02-23,The Number 23,32000000,77593167,35193167,2007,45593167,142.478646875,2000
3068,2007-02-23,The Astronaut Farmer,13000000,11141213,11003643,2007,-1858787,-14.298361538461538,2000
3360,2007-02-23,Reno 911!: Miami,10000000,21851362,20342161,2007,11851362,118.51362,2000
1547,2007-03-07,License to Wed,35000000,70187088,43799818,2007,35187088,100.53453714285713,2000
213,2007-03-08,The Bourne Ultimatum,130000000,442161562,227471070,2007,312161562,240.12427846153847,2000
2112,2007-03-08,Hot Rod,25000000,14334401,13938332,2007,-10665599,-42.662396,2000
2720,2007-03-08,Becoming Jane,16500000,39380876,18663911,2007,22880876,138.67197575757575,2000
3947,2007-03-08,The Ten,5250000,786677,769726,2007,-4463323,-85.01567619047619,2000
4059,2007-03-08,"Gandhi, My Father",5000000,1375194,240425,2007,-3624806,-72.49611999999999,2000
3896,2007-03-10,Lake of Fire,6000000,26007,25317,2007,-5973993,-99.56654999999999,2000
1431,2007-03-16,Nomad,40000000,79123,79123,2007,-39920877,-99.8021925,2000
2344,2007-03-16,Premonition,20000000,81461343,47852604,2007,61461343,307.306715,2000
2992,2007-03-16,I Think I Love My Wife,14000000,13205411,12559771,2007,-794589,-5.675635714285714,2000
3590,2007-03-16,The Wind That Shakes the Barley,8300000,25670174,1829142,2007,17370174,209.27920481927708,2000
831,2007-03-23,Shooter,60000000,95538560,47003582,2007,35538560,59.23093333333333,2000
1540,2007-03-23,TMNT,35000000,96096018,54149098,2007,61096018,174.56005142857143,2000
2406,2007-03-23,Reign Over Me,20000000,20081987,19661987,2007,81987,0.409935,2000
2860,2007-03-23,The Hills Have Eyes II,15000000,37466538,20804166,2007,22466538,149.77692,2000
3587,2007-03-23,Namastey London,8400000,6831069,1207007,2007,-1568931,-18.67775,2000
4772,2007-03-23,Journey from the Fall,1300000,635305,635305,2007,-664695,-51.130384615384614,2000
769,2007-03-30,Blades of Glory,61000000,145594548,118594548,2007,84594548,138.6795868852459,2000
9,2007-04-05,Spider-Man 3,258000000,890875303,336530303,2007,632875303,245.3005050387597,2000
966,2007-04-05,Lucky You,55000000,6521829,5755286,2007,-48478171,-88.1421290909091,2000
3076,2007-04-05,"Paris, je t'aime",13000000,5175088,4857374,2007,-7824912,-60.19163076923076,2000
3411,2007-04-07,Rescue Dawn,10000000,7037886,5490423,2007,-2962114,-29.62114,2000
3666,2007-04-09,The Death and Life of Bobby Z,8000000,414617,0,2007,-7585383,-94.8172875,2000
2324,2007-04-13,Disturbia,20000000,118537627,80818974,2007,98537627,492.68813500000005,2000
2782,2007-04-13,Slow Burn,15500000,1237615,1237615,2007,-14262385,-92.01538709677419,2000
4997,2007-04-13,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,5520368,5520368,2007,4770368,636.0490666666666,2000
2743,2007-04-20,Hot Fuzz,16000000,81742618,23618786,2007,65742618,410.89136249999996,2000
3296,2007-04-20,In the Land of Women,10500000,14140402,11052958,2007,3640402,34.67049523809524,2000
3288,2007-04-27,Jindabyne,10800000,2862544,399879,2007,-7937456,-73.49496296296296,2000
3700,2007-04-27,Ta Ra Rum Pum,7400000,9443864,872643,2007,2043864,27.619783783783785,2000
1147,2007-05-01,Happily N'Ever After,47000000,37923818,15849032,2007,-9076182,-19.311025531914893,2000
2291,2007-05-01,Freedom Writers,21000000,43632609,36605602,2007,22632609,107.77432857142857,2000
2461,2007-05-01,Code Name: The Cleaner,20000000,8135024,8135024,2007,-11864976,-59.32488,2000
4510,2007-05-01,Thr3e,2400000,1420418,1008849,2007,-979582,-40.815916666666666,2000
1382,2007-05-04,The Reaping,40000000,62226214,25126214,2007,22226214,55.565535,2000
4734,2007-05-09,I Want Someone To Eat Cheese With,1500000,194568,194568,2007,-1305432,-87.02879999999999,2000
2280,2007-05-10,Michael Clayton,21500000,92987651,49033882,2007,71487651,332.5007023255814,2000
2939,2007-05-10,The Good Night,15000000,22441,22441,2007,-14977559,-99.85039333333333,2000
5075,2007-05-10,Finishing the Game,500000,53201,52850,2007,-446799,-89.3598,2000
3708,2007-05-12,Juno,7000000,231450102,143495265,2007,224450102,3206.430028571429,2000
116,2007-05-17,Shrek the Third,160000000,807330936,322719944,2007,647330936,404.581835,2000
3459,2007-05-18,Severance,10000000,5950002,137221,2007,-4049998,-40.49998,2000
3655,2007-05-18,The Wendell Baker Story,8000000,127188,127188,2007,-7872812,-98.41015,2000
3,2007-05-24,Pirates of the Caribbean: At World’s End,300000000,963420425,309420425,2007,663420425,221.14014166666664,2000
4193,2007-05-25,Bug,4000000,8302995,7006708,2007,4302995,107.574875,2000
984,2007-06-04,Grindhouse,53000000,50187789,25031037,2007,-2812211,-5.306058490566038,2000
2132,2007-06-04,The Hoax,25000000,7164995,7164995,2007,-17835005,-71.34002000000001,2000
2272,2007-06-04,Zwartboek,22000000,27238354,4398532,2007,5238354,23.8107,2000
257,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000,288215319,131921738,2007,168215319,140.1794325,2000
1850,2007-06-15,DOA: Dead or Alive,30000000,7755686,480314,2007,-22244314,-74.14771333333333,2000
2390,2007-06-15,Nancy Drew,20000000,30703845,25584685,2007,10703845,53.519225000000006,2000
3652,2007-06-15,Fido,8000000,456814,298110,2007,-7543186,-94.28982500000001,2000
5165,2007-06-15,Pierrot le fou,300000,70807,70807,2007,-229193,-76.39766666666667,2000
5249,2007-06-15,The Trials of Darryl Hunt,200000,1217,1217,2007,-198783,-99.3915,2000
92,2007-06-22,Evan Almighty,175000000,174131329,100289690,2007,-868671,-0.4963834285714286,2000
2228,2007-06-22,1408,22500000,131263370,71985628,2007,108763370,483.39275555555554,2000
2895,2007-06-22,A Mighty Heart,15000000,19153568,9176787,2007,4153568,27.69045333333333,2000
3520,2007-06-22,Sicko,9000000,36535837,24538513,2007,27535837,305.95374444444445,2000
4204,2007-06-22,You Kill Me,4000000,3858964,2426851,2007,-141036,-3.5259,2000
287,2007-06-27,Live Free or Die Hard,110000000,382288147,134529403,2007,272288147,247.53467909090907,2000
144,2007-06-29,Ratatouille,150000000,626549695,206445654,2007,476549695,317.69979666666666,2000
4657,2007-06-29,Chacun sa nuit,1900000,139317,18435,2007,-1760683,-92.66752631578947,2000
1134,2007-07-09,3:10 to Yuma,48000000,71171825,53606916,2007,23171825,48.27463541666667,2000
1426,2007-07-09,The Hunting Party,40000000,7729552,876671,2007,-32270448,-80.67612,2000
3279,2007-07-09,Romance and Cigarettes,11000000,3231251,551002,2007,-7768749,-70.62499090909091,2000
3441,2007-07-09,The Brothers Solomon,10000000,900926,900926,2007,-9099074,-90.99074,2000
4586,2007-07-09,In the Shadow of the Moon,2000000,1134358,1134358,2007,-865642,-43.2821,2000
4736,2007-07-09,Hatchet,1500000,240396,175281,2007,-1259604,-83.9736,2000
36,2007-07-12,The Golden Compass,205000000,367262558,70107728,2007,162262558,79.15246731707317,2000
1761,2007-07-12,Atonement,30000000,129779728,50980159,2007,99779728,332.5990933333333,2000
4465,2007-07-12,Timber Falls,2600000,71248,0,2007,-2528752,-97.2596923076923,2000
4985,2007-07-18,Cama adentro,800000,200433,200433,2007,-599567,-74.945875,2000
450,2007-07-20,I Now Pronounce You Chuck and Larry,85000000,185708462,119725280,2007,100708462,118.48054352941178,2000
585,2007-07-20,Hairspray,75000000,203035572,118871849,2007,128035572,170.714096,2000
1421,2007-07-20,Sunshine,40000000,32030610,3688560,2007,-7969390,-19.923475,2000
4514,2007-07-25,This is England,2380000,8739576,327919,2007,6359576,267.2090756302521,2000
622,2007-07-27,The Simpsons Movie,72500000,527071022,183135014,2007,454571022,626.9945131034483,2000
1903,2007-07-27,No Reservations,28000000,91943956,43107979,2007,63943956,228.37127142857142,2000
2279,2007-07-27,Molière,21600000,791154,635733,2007,-20808846,-96.33725,2000
3748,2007-07-27,Who's Your Caddy?,7000000,5694308,5694308,2007,-1305692,-18.652742857142858,2000
4584,2007-07-27,No End In Sight,2000000,1433319,1433319,2007,-566681,-28.334049999999998,2000
350,2007-08-06,Surf's Up,100000000,145395745,58867694,2007,45395745,45.395745,2000
451,2007-08-06,Ocean's Thirteen,85000000,311744465,117144465,2007,226744465,266.75819411764707,2000
2780,2007-08-06,La Môme,15500000,88611837,10299782,2007,73111837,471.68927096774195,2000
3681,2007-08-06,Hostel: Part II,7500000,33606409,17544812,2007,26106409,348.08545333333336,2000
3850,2007-08-08,Daddy Day Camp,6000000,18209872,13235267,2007,12209872,203.49786666666665,2000
553,2007-08-17,The Invasion,80000000,40147042,15074191,2007,-39852958,-49.8161975,2000
702,2007-08-17,The Last Legion,67000000,25357771,5932060,2007,-41642229,-62.152580597014925,2000
2459,2007-08-17,Death at a Funeral,20000000,46790428,8580428,2007,26790428,133.95213999999999,2000
2656,2007-08-17,Superbad,17500000,169955142,121463226,2007,152455142,871.1722399999999,2000
2069,2007-08-24,Mr. Bean’s Holiday,25000000,234981342,33302167,2007,209981342,839.9253679999999,2000
2087,2007-08-24,War,25000000,40686409,22486409,2007,15686409,62.745636000000005,2000
3077,2007-08-24,Resurrecting the Champ,13000000,3260555,3172382,2007,-9739445,-74.91880769230768,2000
3302,2007-08-24,September Dawn,10100000,1066555,1066555,2007,-9033445,-89.4400495049505,2000
4497,2007-08-24,Eye of the Dolphin,2500000,72260,72210,2007,-2427740,-97.1096,2000
2453,2007-08-31,Death Sentence,20000000,16907831,9534258,2007,-3092169,-15.460845,2000
2809,2007-08-31,Halloween,15000000,77514401,58269151,2007,62514401,416.7626733333333,2000
4138,2007-08-31,Fong juk,4500000,51957,51957,2007,-4448043,-98.84540000000001,2000
1080,2007-09-02,Hannibal Rising,50000000,80583311,27669725,2007,30583311,61.166622000000004,2000
4528,2007-09-02,The Last Sin Eater,2200000,388390,388390,2007,-1811610,-82.34590909090909,2000
4554,2007-09-02,Das Leben der Anderen,2000000,81197047,11284657,2007,79197047,3959.85235,2000
775,2007-09-03,300,60000000,454161935,210614939,2007,394161935,656.9365583333333,2000
3200,2007-09-03,Gwoemul,12000000,92618117,2201923,2007,80618117,671.8176416666668,2000
3539,2007-09-03,The Ultimate Gift,9000000,3438735,3438735,2007,-5561265,-61.79183333333334,2000
3578,2007-09-03,The Namesake,8500000,20288774,13610521,2007,11788774,138.6914588235294,2000
1598,2007-09-11,Lions for Lambs,35000000,63211088,14998070,2007,28211088,80.60310857142858,2000
2027,2007-09-11,No Country for Old Men,25000000,164051250,74273505,2007,139051250,556.205,2000
4404,2007-09-11,Holly,3000000,163069,163069,2007,-2836931,-94.56436666666667,2000
1101,2007-09-14,Eastern Promises,50000000,56077088,17181265,2007,6077088,12.154176,2000
1206,2007-09-14,Across the Universe,45000000,29367143,24343673,2007,-15632857,-34.73968222222222,2000
1685,2007-09-14,D-War,32000000,79915361,10977721,2007,47915361,149.73550312499998,2000
