Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Year,Profit,ROI,Decade
4846,1980-01-02,The Fog,1000000,21378361,21378361,1980,20378361,2037.8361000000002,1980
1414,1980-01-08,Raise the Titanic,40000000,7000000,7000000,1980,-33000000,-82.5,1980
3952,1980-03-10,Somewhere in Time,5100000,9709597,9709597,1980,4609597,90.38425490196079,1980
3977,1980-03-10,The Elephant Man,5000000,26010864,26010864,1980,21010864,420.21727999999996,1980
4264,1980-04-07,Airplane!,3500000,83453539,83453539,1980,79953539,2284.386828571429,1980
1573,1980-05-12,Flash Gordon,35000000,27107960,27107960,1980,-7892040,-22.548685714285714,1980
3374,1980-05-16,The Long Riders,10000000,15198912,15198912,1980,5198912,51.98912,1980
5132,1980-05-16,Home Movies,400000,89134,89134,1980,-310866,-77.7165,1980
2196,1980-05-21,Star Wars Ep. V: The Empire Strikes Back,23000000,534171960,290271960,1980,511171960,2222.4867826086956,1980
2536,1980-05-23,The Shining,19000000,44391156,44017374,1980,25391156,133.63766315789474,1980
3929,1980-06-06,Galaxina,5500000,4865000,4865000,1980,-635000,-11.545454545454545,1980
2261,1980-06-13,The Island,22000000,15716828,15716828,1980,-6283172,-28.55987272727273,1980
1941,1980-06-20,The Blues Brothers,27000000,57229890,57229890,1980,30229890,111.96255555555557,1980
2490,1980-06-20,Can't Stop the Music,20000000,2000000,2000000,1980,-18000000,-90.0,1980
4115,1980-06-20,The Blue Lagoon,4500000,47923795,47923795,1980,43423795,964.9732222222223,1980
2805,1980-07-03,Coal Miner's Daughter,15000000,67182787,67182787,1980,52182787,347.88524666666666,1980
3836,1980-07-25,Caddyshack,6000000,39846344,39846344,1980,33846344,564.1057333333333,1980
3833,1980-09-19,Ordinary People,6000000,52302978,52302978,1980,46302978,771.7163,1980
5301,1980-10-05,Penitentiary,100000,287000,287000,1980,187000,187.0,1980
2804,1980-10-10,Private Benjamin,15000000,69847348,69847348,1980,54847348,365.64898666666664,1980
2600,1980-11-14,Raging Bull,18000000,23380203,23380203,1980,5380203,29.890016666666668,1980
1238,1980-11-19,Heaven's Gate,44000000,3484523,3484331,1980,-40515477,-92.08062954545456,1980
2340,1980-12-12,Popeye,20000000,49823037,49823037,1980,29823037,149.115185,1980
2707,1981-01-01,Roar,17000000,2110050,2110050,1981,-14889950,-87.58794117647058,1980
5185,1981-01-05,Graduation Day,250000,23894000,23894000,1981,23644000,9457.599999999999,1980
3177,1981-03-20,The Postman Always Rings Twice,12000000,44200000,12200000,1981,32200000,268.3333333333333,1980
1642,1981-04-12,Reds,33500000,50000000,50000000,1981,16500000,49.25373134328358,1980
4784,1981-04-30,Friday the 13th Part 2,1250000,21722776,21722776,1981,20472776,1637.8220800000001,1980
2617,1981-05-22,The Legend of the Lone Ranger,18000000,13400000,13400000,1981,-4600000,-25.555555555555554,1980
3804,1981-05-22,The Four Seasons,6500000,42488161,42488161,1981,35988161,553.6640153846154,1980
3143,1981-06-11,Time Bandits,12000000,37400000,37400000,1981,25400000,211.66666666666666,1980
969,1981-06-19,Superman II,54000000,108185706,108185706,1981,54185706,100.34389999999999,1980
1896,1981-06-26,For Your Eyes Only,28000000,195300000,54800000,1981,167300000,597.5,1980
2625,1981-06-26,Dragonslayer,18000000,6000000,6000000,1981,-12000000,-66.66666666666666,1980
3306,1981-06-26,Stripes,10000000,85300000,85300000,1981,75300000,753.0,1980
3504,1981-07-08,Heavy Metal,9300000,19571091,19571091,1981,10271091,110.44183870967741,1980
2615,1981-07-24,Blow Out,18000000,13747234,13747234,1981,-4252766,-23.626477777777776,1980
2409,1981-07-31,Under the Rainbow,20000000,18826490,18826490,1981,-1173510,-5.86755,1980
4370,1981-08-28,Gallipoli,3000000,5732587,5732587,1981,2732587,91.08623333333334,1980
2971,1981-09-12,Taps,14000000,35856053,35856053,1981,21856053,156.11466428571427,1980
3992,1981-09-18,Mommie Dearest,5000000,25032000,19032000,1981,20032000,400.64000000000004,1980
3922,1981-09-25,Chariots of Fire,5500000,57467731,57159946,1981,51967731,944.8678363636363,1980
4001,1981-10-04,Nighthawks,5000000,19600000,14600000,1981,14600000,292.0,1980
4848,1981-10-04,The Howling,1000000,17985000,17985000,1981,16985000,1698.5,1980
3840,1981-10-07,Escape from New York,6000000,25244700,25244700,1981,19244700,320.745,1980
4474,1981-10-30,Halloween II,2500000,25533818,25533818,1981,23033818,921.35272,1980
3427,1981-11-02,Sphinx,10000000,11400000,2000000,1981,1400000,14.000000000000002,1980
3201,1981-11-13,The Pursuit of D.B. Cooper,12000000,2104164,2104164,1981,-9895836,-82.4653,1980
2306,1981-12-06,Raiders of the Lost Ark,20000000,389925971,248159971,1981,369925971,1849.629855,1980
2843,1981-12-06,Clash of the Titans,15000000,44400000,30000000,1981,29400000,196.0,1980
3256,1981-12-06,History of the World: Part I,11000000,31672000,31672000,1981,20672000,187.9272727272727,1980
3409,1981-12-18,Heartbeeps,10000000,6000000,6000000,1981,-4000000,-40.0,1980
3612,1981-12-25,Modern Problems,8000000,24474312,24474312,1981,16474312,205.92890000000003,1980
3024,1982-01-29,The Border,13500000,6118683,6118683,1982,-7381317,-54.67642222222222,1980
3105,1982-02-04,Cat People,12500000,21000000,7000000,1982,8500000,68.0,1980
4011,1982-02-04,Diner,5000000,12592907,12592907,1982,7592907,151.85814,1980
3988,1982-03-11,The Man From Snowy River,5000000,20659423,20659423,1982,15659423,313.18845999999996,1980
4161,1982-03-19,Porky's,4000000,109492484,109492484,1982,105492484,2637.3121,1980
3127,1982-04-06,Star Trek II: The Wrath of Khan,12000000,95800000,78912963,1982,83800000,698.3333333333334,1980
3290,1982-04-06,Poltergeist,10700000,121706019,74706019,1982,111006019,1037.439429906542,1980
2355,1982-05-14,Conan the Barbarian,20000000,79114085,38264085,1982,59114085,295.570425,1980
4544,1982-05-21,Mad Max 2: The Road Warrior,2000000,24600832,24600832,1982,22600832,1130.0416,1980
2286,1982-06-18,Firefox,21000000,45785720,45785720,1982,24785720,118.02723809523809,1980
1908,1982-06-25,Blade Runner,28000000,33139618,32656328,1982,5139618,18.355778571428573,1980
2629,1982-06-25,Megaforce,18000000,5675599,5675599,1982,-12324401,-68.46889444444444,1980
2304,1982-07-23,The Best Little Whorehouse in Texas,20500000,69701637,69701637,1982,49201637,240.00798536585367,1980
2240,1982-08-12,Gandhi,22000000,127767889,52767889,1982,105767889,480.7631318181818,1980
2728,1982-08-12,The Verdict,16000000,53977250,53977250,1982,37977250,237.3578125,1980
4116,1982-08-13,Fast Times at Ridgemont High,4500000,27092880,27092880,1982,22592880,502.064,1980
4525,1982-08-13,Friday the 13th Part 3,2250000,36690067,36690067,1982,34440067,1530.6696444444444,1980
4017,1982-08-20,The Beastmaster,5000000,10751126,10751126,1982,5751126,115.02252,1980
4318,1982-08-20,Class of 1984,3250000,6965361,6965361,1982,3715361,114.31880000000001,1980
4041,1982-08-27,Jekyll and Hyde... Together Again,5000000,3707583,3707583,1982,-1292417,-25.848339999999997,1980
2688,1982-09-07,Tron,17000000,26918576,26918576,1982,9918576,58.34456470588235,1980
1158,1982-09-17,Inchon,46000000,4408636,4408636,1982,-41591364,-90.41600869565217,1980
3179,1982-10-02,Das Boot,12000000,84970337,11487676,1982,72970337,608.0861416666667,1980
3616,1982-10-11,Creepshow,8000000,20036244,20036244,1982,12036244,150.45305,1980
2968,1982-10-22,First Blood,14000000,125212904,47212904,1982,111212904,794.3778857142858,1980
4475,1982-10-22,Halloween 3: Season of the Witch,2500000,14400000,14400000,1982,11900000,476.0,1980
3294,1982-11-06,ET: The Extra-Terrestrial,10500000,792965326,435110554,1982,782465326,7452.050723809523,1980
4808,1982-11-19,Q,1200000,255000,255000,1982,-945000,-78.75,1980
3099,1982-12-02,La Guerre du feu,12500000,20959585,20959585,1982,8459585,67.67668,1980
2790,1982-12-17,Tootsie,15000000,177200000,177200000,1982,162200000,1081.3333333333333,1980
5131,1983-01-01,E tu vivrai nel terrore - L'aldilà,400000,126387,126387,1983,-273613,-68.40325,1980
3300,1983-02-18,Lovesick,10100000,10143618,10143618,1983,43618,0.43186138613861386,1980
3129,1983-03-06,WarGames,12000000,74433837,74433837,1983,62433837,520.281975,1980
3350,1983-03-25,The Outsiders,10000000,25697647,25697647,1983,15697647,156.97646999999998,1980
3903,1983-04-02,Videodrome,5952000,2120439,2120439,1983,-3831561,-64.37434475806452,1980
3711,1983-04-15,Flashdance,7000000,201463574,90463574,1983,194463574,2778.051057142857,1980
4012,1983-04-15,Lone Wolf McQuade,5000000,12232628,12232628,1983,7232628,144.65256,1980
5142,1983-04-15,The Evil Dead,375000,29400000,2400000,1983,29025000,7740.000000000001,1980
1657,1983-05-25,Star Wars Ep. VI: Return of the Jedi,32500000,572705079,309205079,1983,540205079,1662.1694738461538,1980
1437,1983-06-17,Superman III,39000000,59950623,59950623,1983,20950623,53.71954615384615,1980
3342,1983-06-24,Twilight Zone: The Movie,10000000,29500000,29500000,1983,19500000,195.0,1980
1493,1983-07-10,Never Say Never Again,36000000,160000000,55500000,1983,124000000,344.44444444444446,1980
2808,1983-07-29,National Lampoon’s Vacation,15000000,61400000,61400000,1983,46400000,309.3333333333333,1980
3763,1983-08-04,Losin' It,7000000,1246141,1246141,1983,-5753859,-82.19798571428572,1980
4767,1983-08-19,The Ballad of Gregorio Cortez,1305000,909000,909000,1983,-396000,-30.344827586206897,1980
2048,1983-09-12,Scarface,25000000,44942821,44942821,1983,19942821,79.771284,1980
2896,1983-09-30,Brainstorm,15000000,8921050,8921050,1983,-6078950,-40.52633333333333,1980
1929,1983-10-06,Octopussy,27500000,187500000,67900000,1983,160000000,581.8181818181819,1980
1949,1983-10-21,The Right Stuff,27000000,21500000,21500000,1983,-5500000,-20.37037037037037,1980
3357,1983-10-21,The Dead Zone,10000000,20766000,20766000,1983,10766000,107.66,1980
3648,1983-10-28,The Wicked Lady,8000000,589308,589308,1983,-7410692,-92.63365,1980
3140,1983-11-18,Yentl,12000000,39012241,39012241,1983,27012241,225.10200833333332,1980
4317,1983-11-18,A Christmas Story,3250000,20605209,20605209,1983,17355209,534.0064307692307,1980
1841,1984-01-06,Once Upon a Time in America,30000000,5564014,5321508,1984,-24435986,-81.45328666666667,1980
2570,1984-01-06,Star Trek III: The Search for Spock,18000000,87000000,76471046,1984,69000000,383.33333333333337,1980
4722,1984-02-03,Repo Man,1500000,2300000,2300000,1984,800000,53.333333333333336,1980
3595,1984-02-17,Footloose,8200000,80000000,80000000,1984,71800000,875.609756097561,1980
3529,1984-03-16,The Ice Pirates,9000000,13075390,13075390,1984,4075390,45.282111111111114,1980
4113,1984-03-23,Police Academy,4500000,81198894,81198894,1984,76698894,1704.4198666666666,1980
4459,1984-04-13,Friday the 13th Part IV: The Final Chapter,2600000,32980880,32980880,1984,30380880,1168.4953846153846,1980
5045,1984-04-27,Love Letters,550000,5269990,5269990,1984,4719990,858.18,1980
2788,1984-05-12,Beverly Hills Cop,15000000,316300000,234760478,1984,301300000,2008.6666666666665,1980
1882,1984-05-23,Indiana Jones and the Temple of Doom,28000000,333080271,179880271,1984,305080271,1089.5723964285714,1980
3597,1984-06-22,The Karate Kid,8000000,90815558,90815558,1984,82815558,1035.194475,1980
2596,1984-06-29,Conan the Destroyer,18000000,26400000,26400000,1984,8400000,46.666666666666664,1980
1950,1984-07-20,Die Unendliche Geschichte,27000000,21300000,21300000,1984,-5700000,-21.11111111111111,1980
1704,1984-08-06,Ghostbusters,30000000,295212467,242212467,1984,265212467,884.0415566666668,1980
3240,1984-08-06,Gremlins,11000000,148168459,148168459,1984,137168459,1246.9859909090908,1980
2133,1984-08-17,Sheena,25000000,5778353,5778353,1984,-19221647,-76.886588,1980
4786,1984-08-31,C.H.U.D.,1250000,4700000,4700000,1984,3450000,276.0,1980
3599,1984-09-03,Splash,8000000,62599495,62599495,1984,54599495,682.4936875,1980
3686,1984-09-03,The Hotel New Hampshire,7500000,5142858,5142858,1984,-2357142,-31.42856,1980
4662,1984-09-11,A Nightmare on Elm Street,1800000,25504513,25504513,1984,23704513,1316.9173888888888,1980
2581,1984-09-19,Amadeus,18000000,51973029,51973029,1984,33973029,188.73905,1980
3392,1984-10-26,Body Double,10000000,8801940,8801940,1984,-1198060,-11.980599999999999,1980
3820,1984-10-26,The Terminator,6400000,78019031,38019031,1984,71619031,1119.0473593749998,1980
2871,1984-11-05,Firestarter,15000000,15136870,15136870,1984,136870,0.9124666666666666,1980
1139,1984-12-14,The Cotton Club,48000000,25928721,25928721,1984,-22071279,-45.98183125,1980
1204,1984-12-14,Dune,45000000,27447471,27447471,1984,-17552529,-39.00562,1980
1933,1984-12-14,A Passage to India,27500000,27187653,27187653,1984,-312347,-1.1358072727272728,1980
4342,1985-01-11,A Nightmare On Elm Street Part 2: Freddy's Revenge,3000000,21163999,21163999,1985,18163999,605.4666333333333,1980
4724,1985-01-18,Blood Simple,1500000,2730877,1690913,1985,1230877,82.05846666666666,1980
2527,1985-03-07,Back to the Future,19000000,385524862,212259762,1985,366524862,1929.0782210526318,1980
4775,1985-03-15,Def-Con 4,1300000,210904,210904,1985,-1089096,-83.77661538461538,1980
3333,1985-03-22,The Last Dragon,10000000,33000000,33000000,1985,23000000,229.99999999999997,1980
4527,1985-03-22,Friday the 13th Part V: A New Beginning,2200000,21930418,21930418,1985,19730418,896.8371818181819,1980
3328,1985-04-10,Commando,10000000,35073978,35073978,1985,25073978,250.73978000000002,1980
2604,1985-04-12,Young Sherlock Holmes,18000000,19739000,19739000,1985,1739000,9.661111111111111,1980
1233,1985-05-22,Rambo: First Blood Part II,44000000,300400000,150415432,1985,256400000,582.7272727272727,1980
1762,1985-05-24,A View to a Kill,30000000,152627960,50327960,1985,122627960,408.75986666666665,1980
4592,1985-06-11,Subway,2000000,1663296,390659,1985,-336704,-16.8352,1980
1955,1985-06-21,Return to Oz,27000000,10618813,10618813,1985,-16381187,-60.671062962962964,1980
2117,1985-06-21,Lifeforce,25000000,11603545,11603545,1985,-13396455,-53.58582,1980
2654,1985-06-28,Red Sonja,17900000,6905861,6905861,1985,-10994139,-61.41977094972068,1980
3788,1985-06-28,Pale Rider,6900000,41410568,41410568,1985,34510568,500.15315942028985,1980
4283,1985-06-30,Day of the Dead,3500000,34004262,5804262,1985,30504262,871.5503428571429,1980
3132,1985-08-02,Witness,12000000,65532576,65532576,1985,53532576,446.1048,1980
4178,1985-08-16,The Return of the Living Dead,4000000,14237880,14237880,1985,10237880,255.947,1980
3365,1985-09-27,Invasion U.S.A.,10000000,17536256,17536256,1985,7536256,75.36256,1980
1986,1985-10-07,Silverado,26000000,33200000,33200000,1985,7200000,27.692307692307693,1980
3325,1985-10-07,Mad Max Beyond Thunderdome,10000000,36230219,36230219,1985,26230219,262.30219,1980
4356,1985-10-25,Krush Groove,3000000,11052713,11052713,1985,8052713,268.42376666666667,1980
3737,1985-11-10,Silver Bullet,7000000,10803211,10803211,1985,3803211,54.331585714285715,1980
2410,1985-12-04,Ladyhawke,20000000,18400000,18400000,1985,-1600000,-8.0,1980
1695,1985-12-18,Out of Africa,31000000,258210860,79096868,1985,227210860,732.9382580645162,1980
2799,1985-12-18,The Color Purple,15000000,93589701,93589701,1985,78589701,523.9313400000001,1980
2890,1985-12-18,Brazil,15000000,9930649,9929135,1985,-5069351,-33.79567333333333,1980
1424,1986-01-07,Pirates,40000000,6341825,1641825,1986,-33658175,-84.1454375,1980
2121,1986-01-07,Big Trouble in Little China,25000000,11100000,11100000,1986,-13900000,-55.60000000000001,1980
1822,1986-01-08,Howard the Duck,30000000,16295774,16295774,1986,-13704226,-45.680753333333335,1980
4345,1986-01-08,Friday the 13th Part VI: Jason Lives,3000000,19472057,19472057,1986,16472057,549.0685666666667,1980
2921,1986-01-17,The Clan of the Cave Bear,15000000,1953732,1953732,1986,-13046268,-86.97511999999999,1980
2623,1986-02-21,Nine 1/2 Weeks,18000000,6734844,6734844,1986,-11265156,-62.5842,1980
1623,1986-03-10,Playing for Keeps,35000000,2000000,2000000,1986,-33000000,-94.28571428571428,1980
4010,1986-03-27,April Fool's Day,5000000,12947763,12947763,1986,7947763,158.95526,1980
2102,1986-04-18,Legend,25000000,23506237,15502112,1986,-1493763,-5.975052,1980
4125,1986-04-23,Salvador,4500000,1500000,1500000,1986,-3000000,-66.66666666666666,1980
2641,1986-04-25,8 Million Ways to Die,18000000,1305114,1305114,1986,-16694886,-92.74936666666666,1980
2789,1986-05-16,Top Gun,15000000,356800601,179800601,1986,341800601,2278.670673333333,1980
3193,1986-06-06,Invaders from Mars,12000000,4984663,4884663,1986,-7015337,-58.46114166666667,1980
1340,1986-06-18,Legal Eagles,40000000,49851591,49851591,1986,9851591,24.628977499999998,1980
2760,1986-07-03,Highlander,16000000,12900000,5900000,1986,-3100000,-19.375,1980
4343,1986-07-03,A Room with a View,3000000,20966644,20966644,1986,17966644,598.8881333333334,1980
2667,1986-07-18,Aliens,17000000,183316455,85160248,1986,166316455,978.3320882352941,1980
3602,1986-08-08,Stand by Me,8000000,52287414,52287414,1986,44287414,553.592675,1980
5261,1986-08-08,She's Gotta Have It,175000,7137502,7137502,1986,6962502,3978.572571428571,1980
4101,1986-08-22,The Texas Chainsaw Massacre 2,4700000,8025872,8025872,1986,3325872,70.7632340425532,1980
2705,1986-08-29,Shanghai Surprise,17000000,2315000,2315000,1986,-14685000,-86.38235294117646,1980
3564,1986-09-26,Crocodile Dundee,8800000,328203506,174803506,1986,319403506,3629.5852954545453,1980
2586,1986-10-10,Peggy Sue Got Married,18000000,41382841,41382841,1986,23382841,129.90467222222222,1980
3314,1986-10-17,The Color of Money,10000000,52293000,52293000,1986,42293000,422.93,1980
2164,1986-11-26,Star Trek IV: The Voyage Home,24000000,133000000,109713132,1986,109000000,454.1666666666667,1980
3126,1986-12-12,The Golden Child,12000000,79817937,79817937,1986,67817937,565.149475,1980
1779,1986-12-19,Little Shop of Horrors,30000000,38747385,38747385,1986,8747385,29.15795,1980
3829,1986-12-19,Platoon,6000000,137963328,137963328,1986,131963328,2199.3887999999997,1980
4559,1986-12-31,Witchboard,2000000,7369373,7369373,1986,5369373,268.46865,1980
4461,1987-01-01,Maurice,2600000,3147950,3147950,1987,547950,21.075,1980
5145,1987-01-01,American Ninja 2: The Confrontation,350000,4000000,4000000,1987,3650000,1042.857142857143,1980
5298,1987-01-03,Hollywood Shuffle,100000,5228617,5228617,1987,5128617,5128.617,1980
3423,1987-01-05,Malone,10000000,3000000,3000000,1987,-7000000,-70.0,1980
4272,1987-01-05,Creepshow 2,3500000,14000000,14000000,1987,10500000,300.0,1980
2751,1987-01-30,Radio Days,16000000,14792779,14792779,1987,-1207221,-7.545131250000001,1980
3965,1987-02-27,A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,44793222,1987,39793222,795.86444,1980
2026,1987-03-06,The Untouchables,25000000,76270454,76270454,1987,51270454,205.081816,1980
4282,1987-03-13,Evil Dead II,3500000,5923044,5923044,1987,2423044,69.22982857142857,1980
4209,1987-03-31,The Barbarians,4000000,800000,800000,1987,-3200000,-80.0,1980
4827,1987-04-09,The Offspring,1100000,1355728,1355728,1987,255728,23.247999999999998,1980
1400,1987-05-15,Ishtar,40000000,14375181,14375181,1987,-25624819,-64.06204749999999,1980
2310,1987-05-20,Beverly Hills Cop II,20000000,276665036,153665036,1987,256665036,1283.3251799999998,1980
2806,1987-06-03,Lethal Weapon,15000000,120192350,65192350,1987,105192350,701.2823333333333,1980
1877,1987-06-11,Cry Freedom,29000000,25899797,5899797,1987,-3100203,-10.690355172413794,1980
2227,1987-06-24,Spaceballs,22700000,38119483,38119483,1987,15419483,67.92723788546256,1980
2213,1987-07-17,Jaws 4: The Revenge,23000000,15728335,15728335,1987,-7271665,-31.615934782608697,1980
3040,1987-07-17,RoboCop,13000000,53424681,53424681,1987,40424681,310.9590846153846,1980
2697,1987-07-24,Superman IV: The Quest for Peace,17000000,11227824,11227824,1987,-5772176,-33.95397647058824,1980
3803,1987-07-24,La Bamba,6500000,54215416,54215416,1987,47715416,734.0833230769231,1980
1337,1987-07-31,The Living Daylights,40000000,191200000,51185000,1987,151200000,378.0,1980
3572,1987-07-31,The Lost Boys,8500000,32222567,32222567,1987,23722567,279.08902352941175,1980
4649,1987-08-05,River's Edge,1900000,4600000,4600000,1987,2700000,142.10526315789474,1980
2959,1987-09-18,Fatal Attraction,14000000,320100000,156645693,1987,306100000,2186.4285714285716,1980
4850,1987-09-18,Hellraiser,1000000,14564000,14564000,1987,13564000,1356.4,1980
2839,1987-09-25,The Princess Bride,15000000,30857000,30857000,1987,15857000,105.71333333333332,1980
2717,1987-11-12,Wall Street,16500000,43848100,43848100,1987,27348100,165.7460606060606,1980
1783,1987-11-13,The Running Man,30000000,38122000,38122000,1987,8122000,27.073333333333334,1980
2050,1987-11-20,The Last Emperor,25000000,43988888,43984987,1987,18988888,75.955552,1980
4364,1987-11-20,Teen Wolf Too,3000000,7888000,7888000,1987,4888000,162.93333333333334,1980
2791,1987-11-25,3 Men and a Baby,15000000,167780960,167780960,1987,152780960,1018.5397333333333,1980
2576,1987-12-06,Predator,18000000,98267558,59735548,1987,80267558,445.9308777777777,1980
3031,1987-12-23,Good Morning Vietnam,13000000,123922370,123922370,1987,110922370,853.2489999999999,1980
2100,1988-01-04,"Bright Lights, Big City",25000000,16118077,16118077,1988,-8881923,-35.527692,1980
3994,1988-01-10,Halloween 4: The Return of Michael Myers,5000000,17768757,17768757,1988,12768757,255.37514,1980
4200,1988-01-12,Talk Radio,4000000,3468572,3468572,1988,-531428,-13.2857,1980
3825,1988-01-15,Return of the Living Dead Part II,6200000,9205924,9205924,1988,3005924,48.48264516129032,1980
4711,1988-02-26,Bloodsport,1500000,11806119,11806119,1988,10306119,687.0745999999999,1980
2567,1988-03-06,Big,18000000,151668774,114968774,1988,133668774,742.6043,1980
2801,1988-03-30,Beetle Juice,15000000,73326666,73326666,1988,58326666,388.84444,1980
4215,1988-04-03,Prison,4000000,354704,354704,1988,-3645296,-91.1324,1980
4179,1988-04-11,They Live,4000000,13000000,13000000,1988,9000000,225.0,1980
4102,1988-04-22,Lady in White,4700000,1705139,1705139,1988,-2994861,-63.72044680851063,1980
4445,1988-05-13,Friday the 13th Part VII: The New Blood,2800000,19170001,19170001,1988,16370001,584.6428928571428,1980
884,1988-05-25,Rambo III,58000000,188715611,53715611,1988,130715611,225.37174310344827,1980
2962,1988-05-25,Crocodile Dundee 2,14000000,239606210,109306210,1988,225606210,1611.4729285714286,1980
638,1988-06-22,Who Framed Roger Rabbit?,70000000,351500000,154112492,1988,281500000,402.1428571428571,1980
1885,1988-07-15,Die Hard,28000000,139109346,81350242,1988,111109346,396.81909285714283,1980
1781,1988-07-20,Midnight Run,30000000,81613606,38413606,1988,51613606,172.04535333333334,1980
4366,1988-08-07,Phantasm II,3000000,7282851,7282851,1988,4282851,142.7617,1980
3041,1988-08-19,A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899,1988,36369899,279.7684538461538,1980
3519,1988-09-11,Child's Play,9000000,44196684,33244684,1988,35196684,391.0742666666667,1980
2755,1988-09-12,My Stepmother Is an Alien,16000000,13854000,13854000,1988,-2146000,-13.4125,1980
2795,1988-09-12,Twins,15000000,216600000,111936388,1988,201600000,1344.0,1980
3497,1988-10-06,Poltergeist III,9500000,14114000,14114000,1988,4614000,48.56842105263158,1980
3851,1988-10-21,Mystic Pizza,6000000,12793213,12793213,1988,6793213,113.22021666666666,1980
